SparkleIndex,SparkleTerm
7995,Agenesis Of The Corpus Callosum
8000,Aids Related Malignancies
8003,Adverse Effects To Anticoagulants
8004,Aerodigestive Care
8005,Aerodigestive Obstructive Tumor
8006,Aesthetic Surgery
8008,Agenesis Of Brain
8009,Agenesis Of Eye
8010,Advance Directives Discussion
8011,Advanced Cardiac Stress Test
8012,Advanced Heart Failure Adhf
8013,Advanced Lipid Blood Tests
8014,Advanced Maternal Age
8015,Advanced Prostate Cancer
8016,Advanced Reproductive Age
8017,Adventitial Cystic Disease
8019,Adrenoleukodystrophy Ald
8020,Adult Child Of Alcoholic Codependency
8021,Adult Congenital Heart Disease
8022,Adult Stem Cell Collection For Transplant
8024,Adult T Cell Lymphoma
8029,Adrenal Lesions
8032,Adrenal Nodules
8034,Adolescent And Young Adult Cancer Aya
8035,Adolescent Disc Herniation
8036,Adolescent Gynecology
8038,Adolescent Scoliosis
8039,Adoption Counseling
8041,Adrenal Atrophy
8042,Adhesive Capsulitis Of The Elbow
8043,Adhesive Capsulitis Of The Hip
8044,Adhesive Capsulitis Of The Shoulder
8046,Adjustment Of Lid Position
8047,Adlerian Psychotherapy
8048,Administrative Physicals
8051,Adenocarcinoma Of The Head And Neck
8056,Adenosine Stress Test
8058,Adaptive Sports Evaluation
8059,Addiction Disorders
8060,Addiction Recovery
8062,Adductor Lengthening
8063,Adductor Muscle Injury
8064,Adenocarcinoma In Situ Of The Cervix
8067,Acute Myelogenous Leukemia Aml
8074,Adaptive And Mobility Equipment Evaluation
8076,Acute Inflammation Of Orbit
8081,Acute Lymphoblastic Leukemia All
8082,Acute Military Anxiety
8086,Acute Bronchiolitis Due To Other Infectious Organisms
8088,Acute Decompensated Heart Failure
8089,Acute Demyelinating Encephalomyelitis
8093,Actinic Keratosis Ak
8096,Active Surveillance Of Prostate Cancer
8100,Acquired Sideroblastic Anemia
8101,Acquired Urachal Abnormalities Ua
8105,Acromioclavicular Fracture
8106,Acromioclavicular Joint Repair
8107,Acromioclavicular Joint Separation
8108,Acquired Absence Of Breast
8109,Acquired Arteriovenous Aneurysm
8110,Acquired Cystic Kidney Disease
8111,Acquired Deformity Of Reconstructed Breast
8112,Acquired Elliptocytosis
8113,Acquired Factor Inhibitor
8114,Acquired Immunodeficiency Syndrome Aids
8115,Acquired Lipodystrophy
8119,Acoustic Immittance Testing
8120,Acoustic Nerve Injury
8123,Acoustic Neuroma Removal
8125,Achilles Tendonosis
8129,Achy Joints
8130,Acinic Cell Cancer
8132,Accommodating Lens Implant
8133,Accommodation Spasm
8134,Accommodative Dysfunction
8135,Acetabular Surgery
8137,Achilles Tendon Disorders
8140,Achilles Tendon Tear
8141,Absent Vertebrae
8142,Absolute Uterine Factor Infertility
8145,Acceptance And Commitment Therapy
8149,Abnormalities Of The Uterus
8150,Abnormalities Of The Vocal Cords
8152,Abortion Information
8153,Abortion Recovery Counseling
8156,Absence Of Eye
8157,Abnormalities Of The Feet
8158,Abnormalities Of The Hands
8159,Abnormalities Of The Hips
8160,Abnormalities Of The Legs
8161,Abnormalities Of The Renal Tract
8162,Abnormalities Of The Skin
8163,Abnormalities Of The Tarsal Bones
8166,Abnormal Vertebrae
8167,Abnormal Vestibular Function Test
8168,Abnormal Weight Loss
8169,Abnormalities Of The Arms
8170,Abnormalities Of The Cloaca
8171,Abnormalities Of The Eyes
8174,Abnormal Pupil Function
8175,Abnormal Red Reflex
8179,Abnormal Umbilical Artery Doppler
8180,Abnormal Electrocardiogram Ekg
8181,Abnormal Genetic Test Results
8183,Abnormal Glucose Metabolism
8185,Abnormal Liver Function Blood Test
8187,Abnormal Nuchal Translucency
8188,Abnormal Obstetrical Screening
8189,Abnormal Breast
8191,Abnormal Chest Ct Scan
8192,Abnormal Chromosomal Screening
8193,Abnormal Coronary Angiography
8194,Abnormal Cortisol Level
8195,Abnormal Creatinine Blood Test
8197,Abducens Nerve Palsy And Paresis
8198,Ablation Arrhythmogenic Focus
8199,Ablation Av Node
8200,Ablation For Supraventricular Tachycardia
8201,Ablation For Ventricular Tachycardia
8202,Ablative Laser Resurfacing
8203,Abnormal Amylase Blood Test
8204,Abnormal Bicarbonate Level
8205,Abnormal Bowel Movement
8215,Abdominal Dermoid Cyst
8221,Abdominal Scars
8222,Abdominal Surgery
8224,Abdominal Aneurysm Repair
8225,Abdominal Aorta Aneurysm Repair
8227,Abdominal Aortic Ectasia
8230,Abdominal Chemotherapy
8231,22Q Deletion
8232,2 Stage Revision Of Hip Replacement
8233,2 Stage Revision Of Knee Replacement
8234,2Stage Revision Of Hip Replacement
8235,2Stage Revision Of Knee Replacement
8236,3D Conformal Radiation Therapy
8237,Aa Amyloidosis With Kidney Involvement
8239,intraventricular endoscopy
8241,bursitis of the shoulder
8242,anti inflammatory medications
8245,scheduled voiding
8247,multiple sclerosis (ms) infusion treatment
8248,multiple sclerosis (ms) counseling
8249,substance medication induced neurocognitive disorder
8251,neurocognitive disorder with lewy bodies
8252,neurocognitive disorder due to prion disease
8253,major neurocognitive disorder
8255,hiv dementia
8256,frontal lobe disinhibition
8260,behavioral issues in alzheimer's disease
8262,small bowel camera endoscopy
8263,renal artery pta
8265,community resources support
8267,assisted living
8268,spiral enteroscopy
8269,push enteroscopy
8272,elevated lipase
8273,thoracic aorta stenting
8275,consultation for transgender
8276,obesity and weight loss counseling
8277,g tube check and exchange
8278,avoidant/restrictive food intake disorder
8279,recurrent abscesses
8285,elevated ammonia
8286,elevated alkaline phosphatase level
8287,alkaline phosphatase deficiency
8290,pancreatic sphincterotomy
8292,xray of the nasal bones
8293,sleep apnea counseling
8295,spinal stenosis surgery
8296,posterior spine surgery
8297,posterior spine fusion
8298,posterior cervical spine surgery
8299,lumbar herniated disc surgery
8300,perioperative transesophageal echocardiography
8301,cardiac implant closure devices
8302,spinal cyst
8303,mri of the brain
8304,intraoperative mri
8305,endonasal transsphenoidal approach
8306,cranial helmet therapy
8308,kohler disease
8310,hemivertebrae
8311,brachial plexus birth injury
8312,work related allergic hypersensitivity
8313,rhinolaryngoscopy
8315,spontaneous coronary artery dissection
8316,intestinal ischemic syndrome
8317,coronary brachytherapy
8319,abdominal duplex ultrasound
8320,stapled transanal rectal resection
8321,solesta
8322,paget's disease of the perianal skin
8323,colonic squamous cell carcinoma
8324,psoralen ultraviolet a therapy
8325,online dermatologist
8326,microneedling with platelet rich plasma
8327,liquid face lift
8329,graft repair of wounds
8330,flaps repair of wounds
8331,dermatologic immunopathology
8332,cosmetic laser eyelid surgery
8335,pulmonary vein isolation
8337,lead malfunction
8338,cardiac contractility modulation (ccm)
8339,4d flow mri
8342,thyroid calcification
8343,fracture liaison
8344,achard thiers syndrome
8347,walled-off pancreatic necrosis
8348,third eye panoramic
8349,pancreatic rest
8351,pancreatic duct leak
8352,pancreas function test
8354,murphy sign
8355,medical clearance for colonoscopy
8359,extended ph monitoring
8360,endoscopic sleeve gastroplasty
8361,endoscopic mucosal resection of esophagus
8362,endoscopic endoluminal fundoplication
8363,duodenal adenoma
8364,dilated pancreatic duct
8365,anorectal stenosis
8366,anal carcinoma in situ
8367,ampullary adenoma
8368,akinetic syndrome
8369,airway malacia
8370,treatment appropriateness discussion
8371,spiritual and psychological support
8372,palliative care for wound management
8373,code status discussion and documentation
8374,artificial nutrition and hydration discussion
8375,total parenteral nutrition (tpn)
8376,cancer related psychiatric disorder
8377,thin basement membrane disease
8381,kidney disease counseling
8382,incremental dialysis
8385,diuretic resistance
8387,complications of immune suppression
8388,white matter hyperintensities
8389,statin myopathy
8390,posterior reversible encephalopathy syndrome
8392,neuropathic pruritus
8393,monomelic amyotrophy
8394,intraventricular cyst
8395,inclusion body myopathy
8396,hiv myopathy
8397,hiv associated neurocognitive disorder
8398,gadolinium brain deposition
8399,dropped head syndrome
8400,diabetic lumbosacral radiculoplexus neuropathy
8401,cervical plexopathy
8403,cadasil syndrome
8405,botox for dystonia
8406,unable to close eyes
8407,benign neoplasm of lacrimal gland
8408,serum matrix metalloproteinase 9 test
8409,lipiview
8410,lipiflow
8412,aspheric intraocular lens implant
8413,anterior segment diseases
8414,viscsupplementation
8416,pelvis osteoarthritis
8417,"meniscal tear, age less than 50"
8418,"meniscal tear, age greater than 50"
8419,matrix associated autologous chondrocyte implantation
8420,gorham stout disease
8421,degenerative joint disease of the symphysis
8423,sensory problem
8427,wyburn mason syndrome
8428,syphilitic keratitis
8429,selective endothelial transplant
8430,retinal and choroidal tumors
8431,retina and vitreous surgery
8432,repair of retinal detachment
8433,premium lens
8434,partial sight
8436,dacryocystectomy
8437,dacryoadenotomy
8438,ciliary body adenoma
8439,ciliary body adenocarcinoma
8440,chronic ocular graft versus host disease
8441,best vitelliform macular dystrophy
8443,spinoglenoid notch ganglion cyst
8445,degenerative joint disease of the spine
8446,biceps suspension
8447,ankylosing hyperostosis
8449,radiofrequency ablation of benign spine tumors
8450,minimally invasive sacroiliac joint fusion
8451,minimally invasive lumbar fusion
8453,endoscopic thoracic spine surgery
8454,endoscopic lumbar spine surgery
8455,endoscopic cervical spine surgery
8456,cooled radiofrequency ablation
8460,personal history of malignant neoplasm of liver
8463,care management home visit
8464,social communication disorder
8466,postpartum anxiety
8468,compulsive buying disorder
8469,competency to stand trial
8470,chemical imbalance
8472,women's mental health
8474,trauma and abuse psychology
8475,transplant psychiatry
8476,transpersonal psychology
8477,teen parenting
8478,structural family therapy
8479,strength based therapy
8480,spirituality issues
8481,somatic psychology
8484,self-esteem issues
8487,sandplay therapy
8488,repetitive behaviors
8489,relationship issues
8490,relational therapy
8492,rational emotive behaviour therapy
8493,racial identity issues
8498,psychiatric oncology
8499,prolonged exposure therapy
8500,premarital counseling
8501,pre surgical stress management
8502,positive psychology
8504,person centered therapy
8505,pedophilic disorder
8506,parent child interaction therapy
8508,organizational psychiatry
8509,night eating syndrome
8510,neurofeedback
8511,narrative therapy
8513,multicultural therapy
8514,motherhood and mental health
8515,mixed episode
8516,mindfulness based cognitive therapy
8517,men's mental health
8518,medical and surgical psychiatry
8520,life coaching
8521,lacunar amnesia
8523,jungian psychotherapy
8527,interpersonal psychotherapy
8528,integrative therapy
8529,infidelity issues
8530,imago relationship therapy
8531,humanistic therapy
8532,hiv psychiatry
8535,gottman method
8538,feminist therapy
8541,eye movement desensitization and reprocessing
8542,experiential therapy
8543,existential therapy
8544,emotionally focused therapy
8546,eclectic therapy
8548,disaster psychiatry
8549,dialectical behavioral therapy
8551,delirium tremens (dts)
8552,dance/movement therapy
8554,coping with life transitions
8555,coping with chronic illness
8557,compassion focused therapy
8559,christian counseling
8563,asthenic personality disorder
8565,applied behavior analysis
8573,kussmauls
8574,home sleep study
8575,hepatopulmonary fusion
8576,endoscopic lung volume reduction
8577,endoglin mutations
8578,congenital alveolar dysplasia
8579,bullectomy
8581,activin receptor like kinase 1
8584,uterine transplant
8585,superovulation
8586,ovarian hyperfunction
8587,naprotechnology
8588,female acanthosis nigricans
8589,clomid challenge test
8590,neonatal onset multisystem inflammatory disease
8591,immunoglobulin g deficiency
8592,hibernian fever
8593,deficiency of interleukin 36 receptor antagonist
8595,facial nerve decompression
8596,spindle cell hemangioma
8597,mole mapping
8598,multiple sleep latency testing
8600,visceral malformation
8601,venous tumors
8602,vascular trauma
8603,vascular laser
8604,valvuloplasty of femoral vein
8605,transmyocardial laser revascularization
8606,sacroplasty
8607,robotic endovascular surgery
8608,renoportal anastomosis procedure
8610,poor circulation in hands
8611,peripheral malformation
8612,open portocaval venous anastomosis
8614,laparoscopic aortic surgery
8615,interruption of vena cava
8616,drug eluting beads
8618,arteriovenous stenosis
8619,aortic atresia
8620,abnormal pulse rate
8621,ret mutation
8622,primary mediastinal goiter
8626,hypoplasia of breast
8628,congenital hypoplasia of breast
8630,atypical papilloma
8631,basalosquamous cell carcinoma
8633,stomach masses
8634,single site robotic surgery
8636,sarcoma of the abdomen
8637,macrobead implant
8638,laparoscopic gastric stimulator placement
8639,fat aspiration
8640,enterorrhaphy
8642,da vinci adrenalectomy
8643,udp galactose epimerase deficiency
8648,pyruvate carboxylase deficiency
8649,pyridoxine abnormalities
8651,ornithine transcarbamylase (otc) deficiency
8652,organic aciduria metabolism disorders
8653,oligosaccharides syndrome
8654,nutrigenomics
8655,"neuropathy, ataxia, and retinitis pigmentosa"
8657,mitochondrial neurogastrointestinal encephalopathy disease
8663,fish cancer test
8664,expanded carrier genetic screening
8666,congenital disorders of glycosylation
8667,chronic progressive external ophthalmoplegia
8671,visual reinforcement audiometry (vra)
8672,behavioral observation audiometry (boa)
8673,auditory processing testing
8674,american sign language (asl)
8675,sphenopalatine ganglion block
8676,aceruloplasminemia
8677,pulmonary radiofrequency ablation
8678,personalized cancer therapy
8680,central compartment neck dissection
8681,endovenous laser therapy
8682,cosmetic tattooing
8683,traumatic amputation of the arm
8685,magnetic mini mover procedure
8686,head deformities
8687,uniform scanning proton therapy
8688,mr linac radiation therapy
8689,moderately hypofractionated radiotherapy
8690,moderately hypofractionated proton therapy
8691,vaginoplasty (post operative care only)
8692,transurethral microwave thermotherapy
8693,transgender masculinization surgery
8694,transgender feminization surgery
8695,rezum
8696,renal autotransplant
8697,prostatic massage
8698,post prostatectomy bladder neck contracture
8699,no needle no scalpel vasectomy
8700,microsurgical vasectomy reversal
8701,microsurgical epididymal sperm aspiration
8702,laparoscopic sacrocolpopexy fistula repair
8703,gender affirmation therapy
8704,buccal mucosa vaginoplasty
8705,us of the bladder
8706,urogenital sinus defect
8707,transurethral needle ablation
8711,pelviectasis
8712,pelvic lesions
8714,microdissection testicular sperm extraction
8715,metastatic adrenal gland cancer
8716,laparoscopic orchiopexy
8717,unilateral orchidectomy
8718,single incision robotic prostatectomy
8719,screening for malignant neoplasms of prostate
8720,robotic retroperitoneal lymph node dissection
8721,radioactive seed implants
8723,prostatic fiducial marker placement
8724,percutaneous biopsy of kidney
8725,partial orchiectomy
8726,partial cystectomy
8727,laser prostate surgery
8728,laser enucleation of prostate
8730,laparoscopic orchiectomy
8732,intravesical therapy
8733,inferior vena cava thrombectomy
8734,endoscopic surgery for upper urinary tract transitional cell carcinoma
8735,endoscopic surgery for bladder cancer
8736,cryoablation of renal cancer
8737,benign neoplasm of the urethra
8738,benign neoplasm of the ureter
8739,benign neoplasm of the testis
8740,benign neoplasm of the scrotum
8741,benign neoplasm of the renal pelvis
8742,benign neoplasm of the epididymis
8743,benign carcinoid tumor of kidney
8744,worker compensation evaluation
8745,work related injury
8747,vitamin poisoning
8750,occupational health screening
8756,executive medicine
8758,body fat analysis
8759,abusive head trauma
8760,spermatic cord denervation
8761,renal decapsulation
8762,renal capsulectomy
8763,juvenile cataract
8764,biopsy of iris
8765,robotic adrenalectomy
8766,infant methemoglobinemia
8767,congenital sucrase isomaltase deficiency (csid)
8768,toe bone spur
8769,sural nerve injury
8770,peroneal nerve lesions
8772,nerve surgery of the ankle
8773,minimally invasive surgery of the foot
8774,minimally invasive bunion surgery
8775,minimal incision surgery
8776,laser ingrown nail removal
8777,frostbite of toes
8778,foot wound
8779,foot nerve disorders
8781,arthroscopy of subtalar
8782,ankle nerve disorders
8783,ankle nerve compression
8787,taylor spatial frame
8790,precise lengthening nail
8791,osteointegration amputation surgery
8792,novos lengthening nail
8793,limb realignment
8794,internal lengthening nail
8795,ilizarov surgery
8796,guided growth surgery
8797,fibular hemimelia
8799,cosmetic limb surgery
8802,congenital short femur
8803,bone defect
8804,bone and joint deformities
8805,arm or leg length differences
8806,ankle distraction arthroplasty
8807,"total elbow replacement, age less than 50"
8808,"total elbow replacement, age greater than 50"
8810,open reduction and internal fixation orif knee
8811,hip joint preservation surgery
8812,gender specific joint replacement
8813,bloodless knee replacement
